"priceRange","alcohol","noiseLevel","attire","delivery","parking","waiterService","smoking","outdoorSeating","caters","goodForGroups","goodForKids"
"$$$","none","NA","NA","NA","NA","NA","NA","No","NA","NA","NA"
"$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","full_bar","very_loud","casual","No","garage","Yes","outdoor","Yes","No","Yes","NA"
"$","none","average","casual","Yes","NA","No","NA","Yes","NA","No","NA"
"$","full_bar","loud","casual","No","lot","Yes","no","No","No","Yes","NA"
"$$","full_bar","loud","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","No","NA","No","outdoor","Yes","No","Yes","Yes"
"$","none","average","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$","full_bar","average","casual","No","lot","No","NA","Yes","NA","Yes","NA"
"$","none","average","casual","Yes","lot","Yes","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","street","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","Yes","NA","NA","NA","NA","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","NA","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","garage","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","beer_and_wine","average","casual","No","garage","Yes","NA","Yes","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","NA","NA","Yes","NA","No","NA","Yes","NA"
"$$$$","full_bar","quiet","dressy","No","street","No","NA","No","No","Yes","NA"
"$$","none","quiet","casual","Yes","lot","No","NA","No","No","Yes","NA"
"$$","full_bar","NA","casual","No","lot","Yes","outdoor","No","NA","Yes","Yes"
"$$","full_bar","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","street","No","NA","Yes","NA","Yes","NA"
"$$","none","average","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$","beer_and_wine","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","full_bar","loud","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","lot","No","NA","NA","NA","NA","NA"
"$","full_bar","quiet","NA","NA","lot","NA","outdoor","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$","none","loud","casual","No","garage","No","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","street","No","NA","Yes","Yes","Yes","Yes"
"$$","full_bar","average","casual","NA","street","NA","NA","No","NA","Yes","NA"
"$","beer_and_wine","average","casual","No","NA","No","NA","No","Yes","Yes","Yes"
"$$","beer_and_wine","quiet","NA","NA","lot","No","outdoor","Yes","NA","Yes","NA"
"$$","full_bar","NA","casual","NA","NA","Yes","NA","Yes","NA","Yes","NA"
"$$","none","NA","casual","No","lot","Yes","NA","No","NA","No","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$","none","average","casual","No","street","Yes","NA","No","Yes","Yes","NA"
"$","none","loud","casual","No","NA","Yes","NA","No","No","No","NA"
"$$","none","average","casual","Yes","street","No","NA","No","NA","Yes","NA"
"$$","full_bar","quiet","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","NA","NA","Yes","No","Yes","NA"
"$$","full_bar","quiet","casual","No","lot","No","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","NA","NA","Yes","No","Yes","Yes"
"$","none","average","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","street","Yes","NA","Yes","Yes","Yes","Yes"
"$$","none","NA","NA","NA","NA","NA","NA","No","NA","Yes","NA"
"$","none","NA","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$","none","average","casual","Yes","street","No","NA","No","Yes","Yes","NA"
"$$$","full_bar","average","NA","NA","street","Yes","no","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","valet","Yes","outdoor","No","No","Yes","NA"
"$$","beer_and_wine","average","casual","Yes","lot","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","valet","Yes","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","No","NA","NA","NA"
"$$","full_bar","NA","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$$","none","average","casual","No","garage","NA","NA","No","No","No","NA"
"$$","full_bar","quiet","casual","Yes","lot","No","yes","No","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$$","none","loud","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","No","NA","Yes","Yes","Yes","Yes"
"$$","beer_and_wine","quiet","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","NA","dressy","No","NA","Yes","NA","No","NA","Yes","NA"
"$$","none","NA","NA","Yes","garage","NA","NA","NA","Yes","NA","NA"
"$$","full_bar","average","NA","NA","NA","NA","yes","No","NA","Yes","NA"
"$","none","loud","casual","No","NA","No","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","average","casual","No","street","Yes","NA","No","Yes","Yes","Yes"
"$$","none","NA","casual","Yes","NA","Yes","NA","No","No","No","NA"
"$","none","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","full_bar","average","casual","No","lot","No","NA","No","Yes","Yes","Yes"
"$","beer_and_wine","average","casual","NA","street","No","NA","Yes","Yes","Yes","NA"
"$$","full_bar","very_loud","NA","NA","NA","NA","yes","No","NA","Yes","NA"
"$","full_bar","loud","NA","NA","NA","Yes","outdoor","No","NA","Yes","NA"
"$","none","average","casual","Yes","NA","No","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$","full_bar","average","NA","NA","lot","NA","outdoor","Yes","NA","Yes","NA"
"$","none","average","casual","No","NA","No","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","street","NA","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","outdoor","Yes","No","Yes","NA"
"$","none","quiet","casual","Yes","lot","Yes","NA","Yes","Yes","No","NA"
"$","beer_and_wine","quiet","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","no","Yes","No","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA"
"$$","none","loud","casual","No","garage","Yes","NA","No","No","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","outdoor","Yes","No","Yes","NA"
"$$","beer_and_wine","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","garage","NA","NA","Yes","NA","NA","NA"
"$","full_bar","average","NA","NA","street","No","yes","No","NA","Yes","NA"
"$","none","quiet","casual","NA","NA","No","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$","none","quiet","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$","none","average","casual","Yes","NA","NA","NA","No","NA","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","No","NA","Yes","Yes","Yes","Yes"
"$$$","full_bar","loud","casual","No","street","Yes","NA","Yes","NA","Yes","NA"
"$","none","average","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","Yes","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","Yes","No","Yes","NA"
"$","none","NA","NA","No","NA","No","NA","No","NA","No","NA"
"$","none","average","NA","NA","lot","NA","no","Yes","NA","Yes","NA"
"$$","full_bar","average","dressy","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$$","full_bar","average","dressy","No","valet","Yes","NA","No","No","Yes","No"
"$$","full_bar","loud","casual","No","street","Yes","outdoor","Yes","No","Yes","NA"
"$$","none","quiet","casual","No","NA","Yes","NA","No","No","NA","NA"
"$$","none","NA","NA","Yes","lot","NA","NA","Yes","Yes","NA","NA"
"$","full_bar","average","casual","Yes","street","Yes","NA","Yes","Yes","Yes","Yes"
"$","none","average","casual","No","NA","NA","NA","Yes","NA","No","NA"
"$$","full_bar","average","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","beer_and_wine","NA","NA","NA","NA","NA","NA","No","NA","No","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","No","Yes","Yes"
"$","none","average","casual","No","NA","NA","NA","NA","NA","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","No","No","NA"
"$","none","NA","NA","NA","street","NA","NA","No","NA","NA","NA"
"$$","beer_and_wine","average","casual","No","garage","No","NA","No","No","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","Yes"
"$","none","average","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$","none","quiet","casual","Yes","lot","No","NA","Yes","Yes","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","garage","NA","NA","Yes","Yes","Yes","NA"
"$$","full_bar","loud","dressy","No","garage","No","no","No","No","Yes","NA"
"$$","full_bar","loud","casual","No","garage","Yes","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","street","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","Yes","NA","NA","NA"
"$","none","average","casual","Yes","NA","No","NA","Yes","No","No","NA"
"$$","full_bar","average","casual","Yes","street","No","NA","Yes","Yes","Yes","Yes"
"$","beer_and_wine","average","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$","none","quiet","casual","Yes","NA","No","NA","Yes","NA","NA","NA"
"$$$","full_bar","very_loud","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","valet","Yes","no","Yes","No","Yes","NA"
"$$$","full_bar","average","casual","No","NA","No","NA","No","No","Yes","NA"
"$$","beer_and_wine","quiet","casual","Yes","NA","Yes","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","No","lot","NA","NA","NA","NA","NA","NA"
"$","none","NA","casual","No","NA","Yes","NA","NA","NA","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA"
"$$","beer_and_wine","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","very_loud","NA","NA","lot","Yes","yes","No","NA","Yes","NA"
"$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$","full_bar","loud","casual","No","lot","Yes","outdoor","Yes","No","Yes","NA"
"$$","none","quiet","casual","Yes","NA","Yes","NA","No","No","Yes","NA"
"$$$","none","average","casual","NA","NA","No","NA","Yes","NA","Yes","NA"
"$$","full_bar","quiet","dressy","No","street","Yes","NA","No","NA","Yes","No"
"$","none","average","casual","No","NA","No","NA","Yes","Yes","No","NA"
"$$","none","quiet","casual","Yes","NA","Yes","NA","No","Yes","Yes","NA"
"$","full_bar","very_loud","casual","NA","street","Yes","outdoor","Yes","NA","Yes","NA"
"$$","full_bar","very_loud","casual","No","NA","No","outdoor","Yes","No","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA"
"$$","none","average","casual","No","NA","No","NA","No","NA","Yes","NA"
"$","full_bar","average","NA","NA","lot","NA","no","No","NA","Yes","NA"
"$","none","NA","NA","NA","lot","Yes","NA","Yes","NA","NA","NA"
"$","none","average","casual","Yes","lot","Yes","NA","No","No","No","NA"
"$","none","quiet","casual","Yes","NA","Yes","NA","No","NA","Yes","NA"
"$$","full_bar","quiet","casual","Yes","lot","Yes","no","No","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$","beer_and_wine","average","casual","Yes","lot","No","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","lot","No","NA","NA","NA","NA","NA"
"$","none","NA","casual","No","NA","No","NA","No","NA","Yes","NA"
"$","none","NA","NA","NA","garage","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$","none","loud","casual","No","NA","No","NA","No","Yes","No","NA"
"$$","beer_and_wine","average","casual","No","NA","Yes","NA","No","Yes","Yes","Yes"
"$","none","quiet","casual","Yes","lot","No","NA","Yes","Yes","Yes","NA"
"$$$$","none","loud","casual","No","NA","NA","NA","Yes","NA","No","NA"
"$","none","quiet","NA","No","lot","NA","NA","Yes","No","Yes","NA"
"$$$","none","NA","dressy","NA","NA","NA","outdoor","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","NA","Yes","outdoor","Yes","NA","Yes","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","NA","NA","No","NA","No","No","No","NA"
"$$","none","average","casual","NA","lot","NA","NA","No","Yes","No","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","NA","NA","No","NA","No","NA","No","NA","No","NA"
"$","beer_and_wine","average","casual","No","lot","NA","NA","Yes","Yes","Yes","NA"
"$","none","quiet","casual","No","lot","No","NA","No","Yes","Yes","Yes"
"$$","beer_and_wine","average","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$","none","quiet","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","quiet","casual","No","lot","No","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$","none","NA","casual","NA","NA","NA","NA","NA","NA","NA","NA"
"$$$","none","NA","casual","No","NA","Yes","NA","Yes","NA","NA","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","valet","Yes","no","No","No","Yes","NA"
"$$","full_bar","average","casual","No","street","Yes","NA","No","NA","Yes","NA"
"$$$","full_bar","average","casual","No","street","Yes","NA","Yes","Yes","No","NA"
"$$","full_bar","loud","NA","NA","garage","NA","yes","No","NA","No","NA"
"$","none","average","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","No","No","Yes","Yes"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","NA","NA","NA","street","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","beer_and_wine","quiet","casual","NA","NA","No","NA","No","NA","Yes","NA"
"$$$$","full_bar","average","dressy","No","lot","No","NA","Yes","Yes","No","No"
"$","none","quiet","casual","Yes","lot","Yes","NA","No","Yes","Yes","Yes"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$","none","quiet","casual","NA","NA","Yes","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","yes","No","No","Yes","NA"
"$","none","quiet","casual","No","NA","NA","NA","Yes","NA","Yes","NA"
"$","none","quiet","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","beer_and_wine","average","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","quiet","casual","Yes","garage","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","valet","No","NA","No","Yes","Yes","NA"
"$","full_bar","loud","casual","No","street","No","NA","Yes","Yes","Yes","NA"
"$$","full_bar","very_loud","NA","NA","valet","NA","yes","Yes","NA","Yes","NA"
"$$","full_bar","quiet","casual","Yes","lot","No","NA","No","NA","Yes","NA"
"$","none","quiet","NA","No","NA","NA","NA","NA","NA","Yes","NA"
"$$$","full_bar","average","dressy","No","street","No","NA","No","NA","Yes","NA"
"$$$","full_bar","very_loud","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","beer_and_wine","average","casual","Yes","lot","NA","NA","Yes","No","No","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","beer_and_wine","loud","casual","No","NA","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","loud","casual","No","NA","No","NA","No","NA","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$$$","none","quiet","casual","No","lot","No","NA","No","No","Yes","NA"
"$$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","street","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","No","NA","Yes","Yes"
"$","none","NA","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$$","none","average","casual","No","lot","No","NA","Yes","No","Yes","NA"
"$$","none","NA","casual","No","NA","NA","NA","NA","NA","Yes","NA"
"$","none","average","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$$","beer_and_wine","loud","casual","No","street","No","yes","Yes","No","Yes","NA"
"$$$","full_bar","average","casual","Yes","street","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","average","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
